question,reference_answer,reference_context,conversation_history,metadata,agent_answer,correctness,RAGAS Context Precision,RAGAS Faithfulness,RAGAS Answer Relevancy,RAGAS Context Recall,correctness_reason
مرحبًا، أود معرفة ماذا يحدث لأجري إذا تم توقيفي أو احتجازي بسبب خلافات في مكان العمل؟,إذا جرى توقيف العامل أو احتجازه لدى الجهات المختصة في قضايا تتصل بالعمل أو بسببه، فعلى صاحب العمل أن يستمر في دفع 50% من الأجر إلى العامل حتى يفصل في قضيته، على ألا تزيد مدة التوقيف أو الحجز على مائة وثمانين يوماً. فإذا زادت على ذلك، فلا يلتزم صاحب العمل بدفع أي جزء من الأجر عن المدة الزائدة.,"Document 115: content: إذا جرى توقيف العامل أو احتجازه لدى الجهات المختصة في قضايا تتصل بالعمل أو بسببه فعلى صاحب العمل أن يستمر في دفع 50% من الأجر إلى العامل حتى يفصل في قضيته، على ألا تزيد مدة التوقيف أو الحجز على مائة وثمانين يوماً، فإذا زادت على ذلك فلا يلتزم صاحب العمل بدفع أي جزء من الأجر عن المدة الزائدة. فإذا قضي ببراءة العامل أو حفظ التحقيق لعدم ثبوت ما نسب إليه أو لعدم صحته وجب على صاحب العمل أن يرد إلى العامل ما سبق حسمه من أجره. أما إذا قضي بإدانته فلا يستعاد منه ما صرف له ما لم ينص الحكم على خلاف ذلك.
فصل: الفصل الأول:الأجور
مادة: المادة السابعة والتسعون:",[],"{'question_type': 'situational', 'seed_document_id': 115, 'situational_context': 'بعد احتجاز أحمد بسبب خلافات في مكان العمل، كان يشغل تفكيره مدى التأثير على أجره وحقوقه القانونية أثناء فترة احتجازه.', 'topic': 'قانون العمل'}",إذا تم توقيفك أو احتجازك بسبب قضايا تتعلق بالعمل، يجب على صاحب العمل أن يستمر في دفع 50% من أجرك حتى يتم الفصل في قضيتك، ولكن هذا لا ينطبق إذا تجاوزت مدة التوقيف أو الاحتجاز 180 يومًا. إذا تم الحكم ببراءتك أو تم إسقاط التهمة، يجب على صاحب العمل أن يعيد لك ما تم خصمه من أجرك.,True,0.9999999999,1.0,0.6624857244520844,1.0,
أنا صاحب مصنع وأريد معرفة كيف تحدد الوزارة المنشآت ذات المخاطر الكبرى في السعودية؟,تستند الوزارة إلى قائمة المواد الخطرة، أو فئات هذه المواد أو كلتيهما لتحديد المنشآت ذات المخاطر الكبرى.,"Document 154: content: تضع الوزارة ضوابط لتحديد ""المنشآت ذات المخاطر الكبرى"" استناداً إلى قائمة المواد الخطرة، أو فئات هذه المواد أو كلتيهما.
فصل: الفصل الثاني:الوقاية من الحوادث الصناعية الكبرى
مادة: المادة التاسعة والعشرون بعد المائة:",[],"{'question_type': 'situational', 'seed_document_id': 154, 'situational_context': 'بعد الاطلاع على مستندات قانونية تتعلق بإدارة المخاطر في المنشآت، يتساءل أحد أصحاب المصانع عن المتطلبات اللازمة لتصنيف منشأته كمنشأة ذات المخاطر الكبرى في السعودية.', 'topic': 'قانون العمل'}","الوزارة تحدد ""المنشآت ذات المخاطر الكبرى"" بناءً على قائمة المواد الخطرة، أو فئات هذه المواد أو كلتيهما. تعتبر المنشأة ذات المخاطر الكبرى هي المنشأة التي تقوم بشكل دائم أو مؤقت بإنتاج مادة أو أكثر من المواد الخطرة أو فئات من هذه المواد أو تجهيزها أو استبعادها أو مناولتها أو استخدامها أو تخزينها بكميات تتجاوز المعايير المسموح بها، والتي يؤدي تجاوزها إلى إدراج المنشأة في عداد منشآت المخاطر الكبرى.",True,0.7499999999625,1.0,0.7319140500344559,1.0,
مرحباً، بصفتي باحثة قانونية أعمل على دراسة القوانين الجديدة المتعلقة بحقوق العمل في السعودية، أود معرفة الوضع الحالي للمادة الحادية والعشرون بعد المائتين في النظام السعودي؟,المادة الحادية والعشرون بعد المائتين ملغاة.,"Document 255: content: (ملغــــــاة)
فصل: None
مادة: المادة الحادية والعشرون بعد المائتين:

Document 276: content: (ملغــــــاة)
فصل: None
مادة: المادة الحادية والأربعون بعد المائتين :

Document 245: content: (ملغــــــاة)
فصل: None
مادة: المادة الحادية عشرة بعد المائتين:

Document 256: content: (ملغــــــاة)
فصل: None
مادة: المادة الثانية والعشرون بعد المائتين:",[],"{'question_type': 'situational', 'seed_document_id': 255, 'situational_context': 'باحثة قانونية تسعى لفهم القوانين الجديدة المتعلقة بحقوق العمل في السعودية بعد إلغاء بعض المواد السابقة.', 'topic': 'مواد قانونية ملغاة'}",عذراً، لكن النص المقدم لا يحتوي على معلومات حول المادة الحادية والعشرون بعد المائتين في النظام السعودي. يرجى تقديم المزيد من التفاصيل أو السياق للمساعدة في الإجابة على سؤالك.,False,0.0,0.25,0.0,0.0,"The agent stated that it could not provide information on the article, but the correct answer is that the article is repealed."
أهلاً، أنا أحمد وقد بدأت وظيفتي الجديدة في مصنع قريب. أود أن أعرف ما الذي يجب على صاحب العمل أو المدير المسؤول القيام به وفقًا للمادة الحادية والتسعين بعد المائة لضمان الالتزام بلوائح السلامة العامة؟,يجب على صاحب العمل أو المدير المسؤول أن يضع لائحة بالأوامر والتعليمات الخاصة بالسلامة العامة.,"Document 223: content: على صاحب العمل أو المدير المسؤول أن يضع لائحة بالأوامر والتعليمات الخاصة بالسلامة العامة.
فصل: None
مادة: المادة الحادية والتسعون بعد المائة:",[],"{'question_type': 'situational', 'seed_document_id': 223, 'situational_context': 'أحمد، الذي بدأ وظيفته الجديدة في مصنع قريب، يبحث بقلق عن مدى الالتزام بلوائح السلامة العامة لضمان بيئة عمل آمنة.', 'topic': 'قانون العمل'}",مرحباً أحمد، وفقاً للمادة الحادية والتسعين بعد المائة، يجب على صاحب العمل أو المدير المسؤول أن يتخذ الاحتياطات اللازمة لحماية العمال من الأخطار والأمراض الناجمة عن العمل والآلات المستعملة. يجب عليه أيضاً الإعلان في مكان ظاهر في المنشأة عن التعليمات الخاصة بسلامة العمل والعمال باللغة العربية وبأي لغة أخرى يفهمها العمال عند الاقتضاء. ولا يجوز له أن يحمّل العمال أو يقتطع من أجورهم أي مبلغ لقاء توفير هذه الحماية.,False,0.9999999999,0.875,0.4239925546382139,0.0,"The agent provided a detailed explanation of the employer's responsibilities according to the law, but the reference answer specifically mentions the requirement to create a list of safety orders and instructions, which the agent did not explicitly state."
كم عدد النسخ التي يجب أن يكتب بها عقد العمل في السعودية، خاصة أنني أحتاج لتقديم استشارة لأحد العملاء حول كيفية إثبات حقوقه كعامل بدون عقود رسمية؟,يجب أن يكتب عقد العمل من نسختين، يحتفظ كل من طرفيه بنسخة.,"Document 64: content: يجب أن يكتب عقد العمل من نسختين، يحتفظ كل من طرفيه بنسخة. ويعد العقد قائماً ولو كان غير مكتوب، وفي هذه الحالة يجوز للعامل وحده إثبات العقد وحقوقه التي نشأت عنه بجميع طرق الإثبات. ويكون لكل من الطرفين أن يطلب كتابة العقد في أي وقت. أما عمال الحكومة والمؤسسات العامة فيقوم قرار أو أمر التعيين الصادر من الجهة المختصة مقام العقد.
فصل: الفصل الأول: عقد العمل
مادة: المادة الحادية والخمسون:",[],"{'question_type': 'situational', 'seed_document_id': 64, 'situational_context': 'يتفقد المحامي الشاب بعناية قوانين عقد العمل في السعودية قبل استشارة عميل حول كيفية إثبات حقوقه كعامل بدون كتابة أي عقود رسمية.', 'topic': 'قانون العمل'}",عقد العمل في السعودية يجب أن يكتب من نسختين، يحتفظ كل من طرفيه بنسخة. ومع ذلك، يعتبر العقد قائمًا حتى وإن كان غير مكتوب، وفي هذه الحالة يجوز للعامل وحده إثبات العقد وحقوقه التي نشأت عنه بجميع طرق الإثبات.,True,0.9999999999,1.0,0.6729528310524132,1.0,
مرحباً، أواجه نزاعاً عمالياً وقد مرت أكثر من اثني عشر شهراً منذ انتهاء علاقة العمل. أود معرفة المدة الزمنية التي لا تُقبل فيها الدعوى العمالية بعد انتهاء علاقة العمل؟,لا تُقبل الدعوى العمالية بعد مضي اثني عشر شهراً من تاريخ انتهاء علاقة العمل.,"Document 269: content: أ- لا تقبل أمام المحاكم العمالية أي دعوى تتعلق بالمطالبة بحق من الحقوق المنصوص عليها في هذا النظام أو الناشئة عن عقد العمل بعد مضي اثني عشر شهراً من تاريخ انتهاء علاقة العمل، ما لم يقدم المدعي عذراً تقبله المحكمة، أو يصدر من المدعى عليه إقرار بالحق.
ب- تنظر الدعاوى العمالية على وجه الاستعجال.
فصل: None
مادة: المادة الرابعة والثلاثون بعد المائتين :",[],"{'question_type': 'situational', 'seed_document_id': 269, 'situational_context': 'بعد وصوله إلى المرحلة الأخيرة من نزاع عمالي، يسعى الموظف المتضرر إلى توضيح الإجراءات المتعلقة برفع الدعوى العمالية بعد انتهاء علاقة العمل لفترة تتجاوز الاثني عشر شهراً.', 'topic': 'قانون العمل'}",لا تقبل المحاكم العمالية أي دعوى تتعلق بالمطالبة بحق من الحقوق المنصوص عليها في النظام أو الناشئة عن عقد العمل بعد مضي اثني عشر شهراً من تاريخ انتهاء علاقة العمل، ما لم يقدم المدعي عذراً تقبله المحكمة، أو يصدر من المدعى عليه إقرار بالحق.,True,0.9999999999,1.0,0.5393352884095876,1.0,
أنا شاب سعودي على وشك بدء عملي الأول وأبحث عن معلومات دقيقة حول حقوقي كموظف جديد في المملكة. هل يمكنك توضيح ما هي المعلومات المتوفرة في الفقرات المقدمة؟,لا توجد معلومات محددة متوفرة في الفقرات المقدمة، حيث أن جميع الفقرات تحتوي على محتوى غير محدد (None).,"Document 105: content: 
فصل: None
مادة: None

Document 216: content: 
فصل: None
مادة: None

Document 198: content: 
فصل: None
مادة: None

Document 190: content: 
فصل: None
مادة: None",[],"{'question_type': 'situational', 'seed_document_id': 105, 'situational_context': 'شاب سعودي مقبل على بدء عمله الأول ويبحث عن معلومات دقيقة حول حقوقه كموظف جديد في المملكة.', 'topic': 'نظام العمل'}",بناءً على النص المقدم، يتضمن القانون السعودي للعمل العديد من الحقوق للعمال. يجب على صاحب العمل تقديم بيانات محددة لمكتب العمل المختص، بما في ذلك الوظائف الشاغرة والمستحدثة، والأجر المخصص لها، والشروط المطلوبة لشغلها. ينطبق على العمال العرضيين والموسميين والمؤقتين الأحكام المتعلقة بالواجبات وقواعد التأديب، والحد الأقصى لساعات العمل، وفترات الراحة، والعمل الإضافي، والعطلات الرسمية، وقواعد السلامة والصحة المهنية، وإصابات العمل والتعويض عنها. يجب أن يكون عقد العمل وفق النموذج الموحد الذي تضعه الوزارة ويحتوي على معلومات محددة.,False,0.99999999995,1.0,0.49952084202246966,0.0,"The agent provided a detailed explanation of Saudi labor rights, but the reference answer indicates that there is no specific information available in the provided paragraphs."
مرحباً، أنا أعمل كأخصائية موارد بشرية وأود معرفة ما هو موضوع الفصل الثاني في أنظمة العمل السعودية، حيث أراجع سياسات توظيف ذوي الإعاقة لضمان شمولية شركتنا؟,توظيف المعوقين,"Document 34: content: 
فصل: الفصل الثاني: توظيف المعوقين
مادة: None",[],"{'question_type': 'situational', 'seed_document_id': 34, 'situational_context': 'With a determined look, Amal, a young HR specialist, reviews the policies for employing individuals with disabilities, eager to ensure her company embraces inclusivity by staying informed about Saudi labor regulations.', 'topic': 'نظام العمل'}",الفصل الثاني في نظام العمل السعودي يتعلق بالتوظيف والتدريب. يتضمن هذا الفصل القواعد المتعلقة بتوظيف العمال السعوديين والتأكيد على أن نسبة العمال السعوديين في أي منشأة لا يجب أن تقل عن 75% من مجموع العمال. يشمل أيضاً القواعد المتعلقة بالتدريب والتأهيل.,False,0.0,1.0,0.5709638910666684,0.0,"The agent stated that the second chapter in the Saudi labor system is about employment and training, but it should have specifically mentioned the employment of people with disabilities."
مرحباً، أنا طالب سعودي وأرغب في تحسين أداء العاملين في مؤسستي من خلال برامج تدريبية. ما الذي يجب أن يشتمل عليه برنامج التدريب وفق المادة الرابعة والأربعون؟,يجب أن يشتمل برنامج التدريب على القواعد والشروط التي تتبع في التدريب، وعلى مدته وعدد ساعاته والبرامج التدريبية النظرية والعملية، وطريقة الاختبار والشهادات التي تمنح في هذا الشأن.,"Document 54: content: يجب أن يشتمل برنامج التدريب على القواعد والشروط التي تتبع في التدريب، وعلى مدته وعدد ساعاته والبرامج التدريبية النظرية والعملية، وطريقة الاختبار والشهادات التي تمنح في هذا الشأن. وتحدد اللائحة المعايير والقواعد العامة التي ينبغي اتباعها بهذا الخصوص لرفع مستوى أداء العامل من حيث المهارة والإنتاجية.
----
---
فصل: الفصل الأول: التدريب والتأهيل للعاملين لدى صاحب العمل
مادة: المادة الرابعة والأربعون:",[],"{'question_type': 'situational', 'seed_document_id': 54, 'situational_context': 'طالب سعودي يستفسر عن تفاصيل برامج التدريب والتأهيل المطلوبة لتحسين أداء العاملين في مؤسسته.', 'topic': 'قانون العمل'}",برنامج التدريب يجب أن يشتمل على القواعد والشروط التي تتبع في التدريب، وعلى مدته وعدد ساعاته والبرامج التدريبية النظرية والعملية، وطريقة الاختبار والشهادات التي تمنح في هذا الشأن. اللائحة تحدد المعايير والقواعد العامة التي ينبغي اتباعها بهذا الخصوص لرفع مستوى أداء العامل من حيث المهارة والإنتاجية.,True,0.9999999999,1.0,0.4680896658025759,1.0,
أعمل كإداري في مصنع، وأريد التأكد من حقوقي في حالة زيارة تفتيشية للمنشأة. ما هي الصلاحيات الممنوحة لمفتشي العمل وفقاً للمادة الثامنة والتسعين بعد المائة؟,يحق لمفتشي العمل دخول أي منشأة خاضعة لأحكام نظام العمل في أي وقت دون إشعار سابق، القيام بأي فحص أو تحقيق لازم، سؤال صاحب العمل أو العمال، الاطلاع على الدفاتر والسجلات، وأخذ عينات من المواد لتحليلها في المختبرات الحكومية.,"Document 231: content: يحق لمفتشي العمل:
1. دخول أي منشأة خاضعة لأحكام نظام العمل في أي وقت من أوقات النهار أو الليل، دون إشعار سابق.
2. القيام بأي فحص أو تحقيق لازم للتحقق من سلامة تنفيذ النظام. ولهم على الأخص ما يأتي:
أ. سؤال صاحب العمل أو من يمثله، أو العمال، على انفراد أو في حضور شهود، عن أي أمر من الأمور المتعلقة بتنفيذ أحكام النظام.
ب. الاطلاع على جميع الدفاتر والسجلات والوثائق الأخرى اللازم الاحتفاظ بها طبقاً لأحكام هذا النظام والقرارات الصادرة بمقتضاه، والحصول على صور ومستخرجات منها.
ج. أخذ عينة أو عينات من المواد المستعملة أو المتداولة في العمليات الصناعية وغيرها الخاضعة للتفتيش، مما يظن أن لها أثراً ضاراً على صحة العمال، أو سلامتهم، وذلك لغرض تحليلها في المختبرات الحكومية ومعرفة مدى هذا الأثر، مع إبلاغ صاحب العمل أو ممثله بذلك.
فصل: None
مادة: المادة الثامنة والتسعون بعد المائة:",[],"{'question_type': 'situational', 'seed_document_id': 231, 'situational_context': 'أحمد، يعمل كإداري في مصنع، يريد التأكد من حقوقه في حالة تقييم السلامة من خلال زيارة تفتيشية للمنشأة بناءً على الأنظمة السعودية.', 'topic': 'قانون العمل'}",مفتشي العمل لديهم الحق في دخول أي منشأة خاضعة لأحكام نظام العمل في أي وقت من النهار أو الليل دون إشعار مسبق. يمكنهم أيضاً القيام بأي فحص أو تحقيق للتحقق من سلامة تنفيذ النظام، وهذا يشمل سؤال صاحب العمل أو من يمثله، أو العمال، عن أي أمر من الأمور المتعلقة بتنفيذ أحكام النظام. بالإضافة إلى ذلك، يمكنهم الاطلاع على جميع الدفاتر والسجلات والوثائق الأخرى اللازم الاحتفاظ بها طبقاً لأحكام النظام.,False,0.9999999999,1.0,0.46642473048366045,1.0,The agent's answer is mostly correct but it missed mentioning that labor inspectors can also take samples of materials for analysis in government laboratories.
السلام عليكم، أنا موظف سعودي وأريد التأكد من حقوقي القانونية عند انتهاء عقد عملي. هل يمكنكم توضيح ما هو موضوع الفصل الثالث في سياق العمل؟,انتهاء عقد العمل,"Document 88: content: 
فصل: الفصل الثالث: انتهاء عقد العمل
مادة: None",[],"{'question_type': 'situational', 'seed_document_id': 88, 'situational_context': 'يتطلع موظف سعودي للتأكد من حقوقه القانونية عند انتهاء عقد عمله ويبحث عن معلومات موثوقة تتعلق بإجراءات التسريح.', 'topic': 'نظام العمل'}",وعليكم السلام، الفصل الثالث يتعلق بحقوق العامل عند انتهاء العقد. إذا انتهت خدمة العامل، يجب على صاحب العمل دفع أجره وتصفية حقوقه خلال أسبوع من تاريخ انتهاء العلاقة العقدية. إذا كان العامل هو الذي أنهى العقد، يجب على صاحب العمل تصفية حقوقه خلال مدة لا تزيد على أسبوعين.,True,0.9999999999,0.8,0.4988327148451706,0.0,
أنا عامل وافد في السعودية وأريد التأكد من أن عقد عملي يتماشى مع القوانين الحالية. هل يمكن أن تخبرني ما هو الوضع الحالي للمادة السادسة والعشرون بعد المائتين من النظام؟,المادة السادسة والعشرون بعد المائتين ملغاة.,"Document 260: content: (ملغــــــاة)
فصل: None
مادة: المادة السادسة والعشرون بعد المائتين:

Document 262: content: (ملغــــــاة)
فصل: None
مادة: المادة الثامنة والعشرون بعد المائتين:

Document 250: content: (ملغــــــاة)
فصل: None
مادة: المادة السادسة عشرة بعد المائتين:

Document 271: content: (ملغــــــاة)
فصل: None
مادة: المادة السادسة والثلاثون بعد المائتين :",[],"{'question_type': 'situational', 'seed_document_id': 260, 'situational_context': 'An expatriate worker in Saudi Arabia is seeking legal guidance to ensure his employment contract aligns with the latest labor laws.', 'topic': 'مواد قانونية ملغاة'}",عذراً، لكن النص المقدم لا يحتوي على معلومات حول المادة السادسة والعشرون بعد المائتين من النظام. يرجى تقديم المزيد من التفاصيل أو السياق لكي أتمكن من مساعدتك بشكل أفضل.,False,0.0,0.3333333333333333,0.0,0.0,"The agent stated that it could not provide information on the requested article, but the correct answer is that the article is repealed."
كمحامٍ أعمل على قضية تتعلق بقانون العمل السعودي، أحتاج إلى معرفة الوضع الحالي للمادة التاسعة عشرة بعد المائتين في النظام المذكور، هل هي لا تزال سارية أم ملغاة؟,المادة التاسعة عشرة بعد المائتين ملغاة.,"Document 178: content: (ملغــــاة)
فصل: None
مادة: المادة التاسعة والأربعون بعد المائة :

Document 185: content: (ملغــــاة)
فصل: None
مادة: المادة السادسة والخمسون بعد المائة :

Document 181: content: (ملغــــاة)
فصل: None
مادة: المادة الثانية والخمسون بعد المائة :

Document 253: content: (ملغــــــاة)
فصل: None
مادة: المادة التاسعة عشرة بعد المائتين:",[],"{'question_type': 'situational', 'seed_document_id': 178, 'situational_context': 'محام يبحث في قانون العمل السعودي للتحقق من مدى صحة استخدام مواد ملغاة في قضية جارية.', 'topic': 'مواد قانونية ملغاة'}",آسف، ولكن النص المقدم لا يحتوي على معلومات محددة حول المادة التاسعة عشرة بعد المائتين في النظام المذكور. يرجى الرجوع إلى النص القانوني المعمول به أو استشارة خبير قانوني للحصول على معلومات دقيقة.,False,0.249999999975,0.25,0.0,0.0,"The agent stated that it cannot provide information about the specific article, but the reference answer indicates that the article is canceled."
مرحبًا، أود معرفة الفئات المستثناة من تطبيق أحكام نظام العمل السعودي، خاصة فيما يتعلق بحقوق عمال الزراعة والرعاة الخاصين؟,الفئات المستثناة من تطبيق أحكام نظام العمل السعودي تشمل: أفراد أسرة صاحب العمل، لاعبو الأندية والاتحادات الرياضية ومدربوها، العمالة المنزلية ومن في حكمهم، عمال الزراعة والرعاة الخاصون ومن في حكمهم، عمال البحر الذين يعملون في سفن تقل حمولتها عن خمسمائة طن، والعاملون غير السعوديين القادمون لأداء مهمة محددة ولمدة لا تزيد على شهرين.,"Document 10: content: 1. يستثنى من تطبيق أحكام هذا النظام كل من:
أ. أفراد أسرة صاحب العمل، وهم زوجه وأصوله وفروعه الذين يعملون في المنشأة التي لا تضم سواهم.
ب. لاعبو الأندية والاتحادات الرياضية ومدربوها.
ج. العمالة المنزلية ومن في حكمهم.
د. عمال الزراعة والرعاة الخاصون ومن في حكمهم.
ه. عمال البحر الذين يعملون في سفن تقل حمولتها عن خمسمائة طن.
و. العاملون غير السعوديين القادمون لأداء مهمة محددة ولمدة لا تزيد على شهرين.
2. يصدر الوزير - بالتنسيق مع الجهات المختصة - لائحة أو أكثر للفئات الواردة في الفقرات (أ) و(ج) و(د) و(هـ) و(و) من الفقرة (1) من هذه المادة؛ تشتمل على الحقوق والواجبات والأحكام الخاصة الأخرى ذات الصلة بكل فئة.
----
2 عدلت بالمرسوم الملكي رقم (م/134) وتاريخ 1440/11/27هـ.
3 عدلت بالمرسوم الملكي رقم (م/46) وتاريخ 1436/6/5هـ.
4 عدلت بالمرسوم الملكي رقم (م/46) وتاريخ 1436/6/5هـ.
7
---
فصل: الفصل الثاني
مادة: المادة السابعة:",[],"{'question_type': 'situational', 'seed_document_id': 10, 'situational_context': 'شخص سعودي يراجع استثناءات نظام العمل ليستفسر عن حقوق عمال الزراعة والرعاة الخاصين في السعودية.', 'topic': 'قانون العمل'}",مرحبا، الفئات المستثناة من تطبيق أحكام نظام العمل السعودي تشمل أفراد أسرة صاحب العمل الذين يعملون في المنشأة التي لا تضم سواهم، لاعبو الأندية والاتحادات الرياضية ومدربوها، العمالة المنزلية، عمال الزراعة والرعاة الخاصون، عمال البحر الذين يعملون في سفن تقل حمولتها عن 500 طن، والعاملون غير السعوديين القادمون لأداء مهمة محددة ولمدة لا تزيد على شهرين. بالنسبة لحقوق عمال الزراعة والرعاة الخاصين، يتم تحديدها في لائحة أو أكثر تصدرها الوزارة بالتنسيق مع الجهات المختصة.,True,0.9999999999,1.0,0.7662301502754163,1.0,
مرحبًا، أنا أحمد وأعمل كبحار. تعرضت سفينتي لحادث أدى إلى غرقها. هل يمكنني معرفة متى أستحق أجري وفقًا للمادة السابعة والسبعين بعد المائة؟,يستحق البحار أجره إذا أسرت السفينة، أو غرقت أو أصبحت غير صالحة للملاحة، وذلك حتى يوم وقوع الحادث.,"Document 208: content: يستحق البحار أجره إذا أسرت السفينة، أو غرقت أو أصبحت غير صالحة للملاحة، وذلك حتى يوم وقوع الحادث.
فصل: None
مادة: المادة السابعة والسبعون بعد المائة:",[],"{'question_type': 'situational', 'seed_document_id': 208, 'situational_context': 'أحمد، الذي يعمل كبحّار، يتساءل عما إذا كان سيتلقى أجره الشهري بعد أن تعرضت سفينته لحادث تسبب في غرقها.', 'topic': 'قانون العمل البحري'}",مرحباً أحمد، بناءً على المادة السابعة والسبعين بعد المائة، يستحق البحار أجره حتى يوم وقوع الحادث إذا غرقت السفينة. لذا، يجب أن تحصل على أجرك حتى تاريخ حادث الغرق.,True,0.99999999995,0.25,0.4754532547154378,1.0,
أهلاً، أنا خالد وأعمل في مصنع صغير. لدي قلق من تقديم شكوى حول نقص الأجهزة ومخالفة النظام. هل يمكن لمفتش العمل أن يضمن سرية شكواي وفقاً لنص المادة الثانية بعد المائتين؟,على مفتش العمل أن يحيط بالسرية المطلقة الشكاوى التي تصل إليه بشأن أي نقص في الأجهزة أو أي مخالفة لأحكام النظام، وألا يبوح لصاحب العمل أو من يقوم مقامه بوجود هذه الشكاوى.,"Document 235: content: على مفتش العمل أن يحيط بالسرية المطلقة الشكاوى التي تصل إليه بشأن أي نقص في الأجهزة أو أي مخالفة لأحكام النظام، وألا يبوح لصاحب العمل أومن يقوم مقامه بوجود هذه الشكاوى.
فصل: None
مادة: المادة الثانية بعد المائتين:",[],"{'question_type': 'situational', 'seed_document_id': 235, 'situational_context': 'بقلق واضح من سرية شكواه، يقترب خالد من مفتش العمل حاملاً تفاصيل المخالفات في مصنع صغير، مستنداً إلى نص المادة الثانية بعد المائتين لضمان عدم تعرضه للعواقب.', 'topic': 'قانون العمل'}",نعم، وفقاً للقانون السعودي، يجب على مفتش العمل الحفاظ على السرية المطلقة للشكاوى التي تصل إليه بشأن أي نقص في الأجهزة أو أي مخالفة لأحكام النظام. ولا يجوز له الإفصاح عن هذه الشكاوى لصاحب العمل أو لأي شخص يقوم مقامه.,True,0.9999999999,1.0,0.464301414699453,1.0,
ما هو دور مفتش العمل في ضمان صحة وسلامة العمال وماذا يمكن أن يفعل في حالة وجود خطر يهدد صحتهم وسلامتهم؟,لمفتش العمل الحق في إصدار التعليمات إلى أصحاب العمل بإدخال التعديلات على قواعد العمل في الأجهزة والمعدات لضمان صحة العمال وسلامتهم، وفي حالة وجود خطر يهدد صحتهم وسلامتهم، يمكنه أن يطلب تنفيذ الإجراءات اللازمة لدرء هذا الخطر فوراً.,"Document 234: content: لمفتش العمل الحق في إصدار التعليمات إلى أصحاب العمل بإدخال التعديلات على قواعد العمل في الأجهزة والمعدات لديهم في الآجال التي يحددها، وذلك لضمان مراعاة الأحكام الخاصة بصحة العمال وسلامتهم. كما له في حالة وجود خطر يهدد صحة العمال وسلامتهم أن يطلب تنفيذ ما يراه لازماً من إجراءات لدرء هذا الخطر فوراً.
فصل: None
مادة: المادة الأولى بعد المائتين:",[],"{'question_type': 'double', 'original_questions': [{'question': 'ما هو دور مفتش العمل في ضمان صحة وسلامة العمال؟', 'answer': 'لمفتش العمل الحق في إصدار التعليمات إلى أصحاب العمل بإدخال التعديلات على قواعد العمل في الأجهزة والمعدات لديهم لضمان مراعاة الأحكام الخاصة بصحة العمال وسلامتهم.'}, {'question': 'ماذا يمكن لمفتش العمل أن يفعل في حالة وجود خطر يهدد صحة وسلامة العمال؟', 'answer': 'في حالة وجود خطر يهدد صحة العمال وسلامتهم، يمكن لمفتش العمل أن يطلب تنفيذ ما يراه لازماً من إجراءات لدرء هذا الخطر فوراً.'}], 'seed_document_id': 234, 'topic': 'قانون العمل'}",مفتش العمل لديه الحق في إصدار التعليمات إلى أصحاب العمل لإدخال التعديلات على قواعد العمل في الأجهزة والمعدات لديهم لضمان مراعاة الأحكام الخاصة بصحة العمال وسلامتهم. في حالة وجود خطر يهدد صحة العمال وسلامتهم، يمكن لمفتش العمل طلب تنفيذ الإجراءات اللازمة لدرء هذا الخطر فوراً. هذا يشمل التغييرات في العمليات أو الأجهزة أو المعدات أو أي جانب آخر من بيئة العمل.,True,0.9999999999,0.6363636363636364,0.6457851832695227,1.0,
